台番号	G数	差枚	BB	RB
2891	3,076	+14,572	67	28
2892	3,848	-3,476	13	7
2893	806	-238	4	3
2894	2,313	+5,191	31	16
2895	1,525	-1,142	6	3
2896	4,517	-1,714	23	13
2897	4,368	-904	24	7
2898	0	+0	0	0
2899	2,446	-1,000	14	5
2900	1,369	-1,047	6	2
2901	4,426	-333	28	18
キングハナハナ-30
2902	7,524	+334	28	19
2903	5,627	-95	19	14
2904	3,869	-1,523	8	8
2905	5,666	-714	17	15
2906	8,151	+96	29	25
2907	7,242	-95	27	15
2908	4,668	-809	17	7
2909	6,191	-190	20	18
2910	7,412	+2,477	31	24
2911	4,223	-762	15	7
2912	6,236	+524	25	11
2913	0	+0	0	0
うみねこのなく頃に2
3001	8,381	+1,096	25	14
3002	7,085	-3,762	10	16
3003	6,301	-714	13	18
不二子BT
3004	2,311	-571	12	6
3005	3,305	-285	21	11
3006	1,774	-1,047	7	4
A‐SLOT+ 異世界かるてっと
3007	4,693	-1,190	23	14
3008	6,426	+238	39	24
3009	3,900	-476	23	10
3010	6,407	-48	36	25
アレックス ブライト
3011	4,955	+524	18	9
3012	6,824	+2,619	25	17
3013	5,923	-904	15	21
3014	4,582	-1,095	12	11
ヱヴァンゲリヲン ～約束の扉～
3015	5,752	+619	22	9
3016	7,384	+1,953	31	19
鉄拳6
3017	2,557	-2,047	13	9
3018	1,754	-1,476	9	3
3019	420	-381	2	2
3020	983	-619	4	3
3021	2,242	-2,095	9	5
3022	2,313	-619	17	14
スーパーブラックジャック
3023	2,061	-1,857	0	6
3024	5,902	-666	0	6
3025	1,498	-1,666	0	1
3026	4,653	+810	0	5
3027	3,251	-3,476	0	2
3028	2,111	+477	0	2
3029	4,654	+4,762	0	5
3030	3,726	-3,000	0	5
戦国乙女4 戦乱に閃く炯眼の軍師
3038	440	-381	1	0
3039	770	-809	2	0
3040	2,300	+762	7	0
3041	2,824	+381	12	0
3042	784	+286	6	0
3043	1,658	+334	6	0
3044	1,513	-1,333	4	0
3045	2,745	-2,904	7	0
3046	3,879	-1,952	14	0
3047	789	-809	2	0
3048	668	+524	4	0
戦国乙女5 業火を穿つ宿焔の双刃
3049	9,393	+6,238	0	31
3050	6,421	-4,333	0	12
3051	5,755	-952	0	9
3052	6,335	-714	0	14
3053	9,176	+477	0	20
3054	8,086	-5,000	0	10
3055	8,394	+96	0	19
3056	6,241	-2,428	0	13
3057	7,659	+3,191	0	24
3058	8,009	-762	0	17
3059	8,028	-5,095	0	10
3060	6,506	-3,142	0	9
3061	7,184	-2,238	0	13
3062	5,725	-3,381	0	7
3063	7,952	-2,333	0	15
3064	7,012	-5,095	0	8
3065	5,890	-1,904	0	9
3066	8,966	+8,381	0	28
3067	4,311	+7,429	0	16
3068	6,614	-2,809	0	13
3069	8,776	+4,477	0	26
3070	5,797	-2,762	0	8
3071	6,709	-2,523	0	13
3072	8,806	-2,142	0	19
3073	3,083	+2,381	0	9
3074	6,998	-1,666	0	11
3075	8,511	+2,810	0	18
3076	7,610	+2,715	0	15
3077	2,783	+477	0	3
3078	7,433	-2,285	0	15
3079	4,908	+3,191	0	15
甲鉄城のカバネリ 海門(うなと)決戦
3080	6,459	-3,762	0	15
3081	4,911	+572	0	12
3082	4,635	-2,285	0	11
3083	579	-571	0	3
3084	5,123	-2,476	0	14
3085	4,465	-1,857	0	11
3086	3,284	-1,666	0	9
3087	3,459	-1,381	0	9
3088	6,232	-3,857	0	16
3089	4,355	-523	0	8
3090	7,914	-48	0	16
3091	5,166	-428	0	12
3092	5,474	+1,477	0	10
3093	5,498	-1,809	0	19
3094	7,304	+1,524	0	13
3095	6,559	-3,904	0	21
3096	7,942	-3,000	0	25
3097	7,715	-952	0	23
3098	7,449	-381	0	19
3099	7,088	+2,667	0	16
3100	4,399	-2,190	0	13
3101	4,104	-2,428	0	12
3102	3,941	+381	0	9
3103	8,203	+2,619	0	15
3104	1,682	+381	0	4
3105	4,711	-1,333	0	14
3106	5,304	-95	0	9
3107	7,098	+953	0	21
3108	2,500	-142	0	5
3109	6,624	+2,667	0	20
3110	7,989	+2,953	0	19
3111	5,226	-1,619	0	14
3112	2,297	-2,047	0	8
3113	8,557	-2,952	0	24
3131	7,031	-285	0	25
3132	8,387	+4,572	0	19
3133	5,312	-238	0	20
3134	7,543	-1,571	0	23
3135	8,624	-714	0	28
3136	3,949	-1,190	0	13
3137	9,741	+6,286	0	22
3138	5,411	+1,048	0	18
3139	6,969	-4,619	0	21
3140	8,769	+1,810	0	26
3141	3,235	-2,809	0	9
3142	8,005	+4,715	0	13
3143	5,467	+4,715	0	13
3144	6,042	+3,191	0	12
化物語
3114	6,707	-523	0	17
3115	1,010	+381	0	1
3116	2,471	-1,000	0	6
3117	1,727	-1,047	0	4
3118	677	-809	0	1
3119	3,879	+2,810	0	6
3120	534	-619	0	1
3121	3,997	-857	0	8
3122	832	-619	0	3
3123	2,344	-1,000	0	8
3124	902	-666	0	1
3125	2,433	-2,523	0	4
3126	709	-904	0	1
3127	1,836	-1,571	0	4
3128	667	-857	0	1
3129	1,533	-1,571	0	3
3130	4,223	-1,381	0	9
いざ！番長
3145	6,289	+762	0	17
3146	5,547	-571	0	14
3147	758	-904	0	0
3148	4,106	-714	0	12
3149	9,445	-4,000	0	18
3150	5,279	-1,381	0	13
3151	1,391	-1,238	0	1
3152	4,814	+3,381	0	17
3153	2,115	+762	0	10
3154	3,051	-3,000	0	3
3155	4,224	-2,000	0	11
ゴッドイーター リザレクション
3156	5,324	-1,381	0	10
3157	2,344	-428	0	5
3158	4,833	-476	0	10
3159	3,532	-476	0	8
3160	3,840	-1,095	0	9
ドッチ
3161	1,187	-1,571	2	2
3162	2,377	+762	25	3
3163	4,033	-1,142	24	14
3164	2,102	+3,667	36	4
主役は銭形5
3165	3,978	-1,047	0	6
3166	4,260	+5,191	0	9
3167	3,841	+15,477	0	4
3168	5,724	-4,523	0	9
モンスターハンターライズ
3169	6,018	-4,857	0	13
3170	7,365	-2,809	0	13
3171	9,005	+2,810	0	15
3172	5,257	+2,334	0	15
3173	6,611	-3,142	0	18
3174	5,024	-2,619	0	10
3175	5,100	-2,047	0	10
スーパーリオエース2
3176	1,304	-666	0	5
3177	4,235	-1,809	0	15
3178	1,924	-1,000	0	8
3179	2,049	-142	0	12
3180	728	-762	0	1
3181	2,517	-95	0	8
3182	904	-619	0	4
3183	1,537	-1,619	0	1
3184	5,481	-4,857	0	13
3185	2,415	-3,190	0	1
3186	838	-857	0	1
虚構推理
3190	6,522	-714	0	15
3191	3,424	+1,810	0	4
3192	5,594	+1,477	0	8
ToLOVEるダークネス
3193	6,154	-3,762	39	0
3194	3,009	-952	16	0
3195	4,103	-952	27	0
ワールドダイスター
3196	8,350	+858	0	49
3197	7,774	+1,667	0	46
3198	9,084	+1,334	0	53
3199	9,052	+3,048	0	53
3200	8,467	+7,477	0	47
3201	6,895	-1,238	0	41
アズールレーン THE ANIMATION
3202	6,618	+334	0	27
3203	0	+0	0	0
3204	2,732	-3,047	0	13
ヨルムンガンド
3205	1,609	+524	0	3
3206	672	+2,572	0	2
3207	1,920	-1,000	0	3
ラブ嬢3～Wご指名はいかがですか?～
3208	3,947	-1,666	0	10
3209	7,336	-3,000	0	16
邪神ちゃんドロップキック
3210	8,028	-1,809	0	14
3211	7,210	-1,285	0	7
3212	8,397	-2,047	0	9
3213	8,453	-1,333	0	11
3214	7,517	-2,047	0	11
3215	9,376	-1,809	0	13
3216	9,197	+10,334	0	24
3217	9,410	+2,953	0	15
ToLOVEるダークネス TRANCE ver.8.7
3218	5,871	-3,857	31	0
3219	2,405	-1,904	13	0
3220	5,416	-3,666	27	0
3221	4,890	+2,000	35	0
3222	3,788	-428	25	0
バイオハザード RE:3
3223	1,551	+96	0	24
3224	1,453	-1,619	0	13
3225	1,091	-476	0	11
3226	2,781	-1,571	0	41
3227	4,202	+429	0	47
3228	2,989	+7,572	0	56
3229	2,263	+3,477	0	43
3230	1,561	-428	0	21
3231	2,413	-1,619	0	28
とんでもスキルで異世界放浪メシ
3232	8,376	-3,762	0	15
3233	6,974	+762	0	12
3234	8,335	+11,905	0	12
3235	7,907	-3,333	0	14
3236	6,074	-3,285	0	8
攻殻機動隊
3237	4,799	-523	0	13
3238	4,541	+4,619	0	11
3239	7,233	+3,619	0	15
3240	2,412	-1,762	0	12
3241	4,679	-571	0	11
3242	7,013	+5,143	0	17
3243	6,502	-1,476	0	17
3244	4,007	-2,523	0	12
