台番号	G数	差枚	BB	RB
2869	4,117	-3,523	10	9
2870	5,096	+1,477	36	22
2871	5,978	-5,095	13	10
2872	3,386	+1,762	28	12
2873	1,488	+4,905	27	15
2874	3,874	+334	24	14
2875	4,338	-2,381	17	10
2876	5,929	-3,285	22	16
2877	4,872	-95	31	13
チバリヨ2
2886	4,022	-1,619	19	12
2887	5,528	-523	32	19
2888	4,035	-4,619	9	7
2889	2,473	+9,667	51	12
2890	2,788	+3,572	27	13
2891	2,807	-2,666	9	5
2892	3,476	+10,000	54	17
2893	2,149	-3,047	3	2
2894	1,626	+13,143	55	17
2895	4,394	+524	29	13
2896	3,281	-4,523	5	5
2897	4,278	-5,095	7	7
2898	0	+0	0	0
2899	4,226	+334	27	18
2900	4,958	-2,619	22	16
2901	4,583	-4,619	12	7
キングハナハナ-30
2902	7,272	+905	30	13
2903	7,649	+619	29	20
2904	5,438	-48	18	13
2905	5,792	-1,142	16	15
2906	7,846	-238	25	22
2907	5,396	-1,381	16	8
2908	8,357	-190	27	23
2909	5,955	-190	22	12
2910	6,687	-381	24	13
2911	6,870	-333	23	20
2912	7,134	-523	25	15
2913	0	+0	0	0
うみねこのなく頃に2
3001	7,759	+1,524	19	15
3002	6,728	+905	18	14
3003	6,301	+2,000	21	14
不二子BT
3004	3,546	-1,333	18	7
3005	6,403	-857	40	16
3006	2,982	-1,523	14	5
A‐SLOT+ 異世界かるてっと
3007	6,936	-1,619	33	22
3008	3,971	-2,047	13	13
3009	7,509	+2,191	47	36
3010	7,340	+96	40	30
アレックス ブライト
3011	7,607	+2,238	30	21
3012	6,832	+2,953	32	11
3013	6,244	-2,619	16	7
3014	7,499	-523	23	14
ヱヴァンゲリヲン ～約束の扉～
3015	8,463	+572	31	15
3016	4,989	-2,190	11	10
鉄拳6
3017	3,446	+8,667	38	49
3018	1,797	+2,667	14	17
3019	4,060	-3,428	14	12
3020	2,381	-1,142	15	11
3021	2,873	-1,571	17	9
3022	4,398	-3,190	22	13
スーパーブラックジャック
3023	6,566	+5,286	0	6
3024	5,395	+3,524	0	5
3025	6,958	-5,095	0	15
3026	4,320	+143	0	5
3027	5,649	+572	0	9
3028	4,418	+143	0	6
3029	3,658	-2,809	0	1
3030	6,825	-666	0	7
戦国乙女4 戦乱に閃く炯眼の軍師
3038	3,282	-1,000	13	0
3039	5,636	+3,096	28	0
3040	6,212	-952	31	0
3041	4,113	-3,904	13	0
3042	4,605	+1,477	18	0
3043	5,604	+6,429	25	0
3044	5,783	-3,571	24	0
3045	5,462	-1,809	22	0
3046	7,693	+3,524	43	0
3047	6,592	-2,142	29	0
3048	6,264	-5,095	25	0
戦国乙女5 業火を穿つ宿焔の双刃
3049	7,957	+334	0	18
3050	6,879	-5,095	0	3
3051	8,266	-1,476	0	16
3052	6,950	-5,095	0	5
3053	8,387	+9,762	0	24
3054	8,546	-1,666	0	16
3055	7,572	-3,952	0	8
3056	8,001	-3,619	0	12
3057	7,521	-2,714	0	13
3058	6,109	-2,523	0	9
3059	9,333	-1,904	0	23
3060	4,446	-3,428	0	6
3061	8,346	-5,095	0	8
3062	5,702	-4,333	0	8
3063	8,735	+3,619	0	23
3064	5,082	-3,000	0	9
3065	7,477	-95	0	14
3066	9,217	-3,142	0	16
3067	7,740	+1,477	0	18
3068	7,281	+2,858	0	22
3069	7,156	+5,334	0	20
3070	7,810	+5,238	0	28
3071	5,903	-5,095	0	3
3072	8,121	+905	0	20
3073	6,031	-5,095	0	5
3074	9,400	+3,048	0	19
3075	7,007	-5,095	0	4
3076	7,125	+4,096	0	17
3077	7,411	+96	0	18
3078	9,099	-1,904	0	18
3079	8,735	+2,715	0	19
甲鉄城のカバネリ 海門(うなと)決戦
3080	8,718	-3,142	0	18
3081	8,531	+4,238	0	14
3082	8,296	-2,714	0	22
3083	7,629	-571	0	17
3084	7,687	-2,857	0	23
3085	6,359	+3,810	0	19
3086	8,592	+1,286	0	23
3087	6,443	+1,238	0	14
3088	8,969	+1,524	0	22
3089	8,759	+3,524	0	16
3090	6,556	+524	0	14
3091	7,774	+8,000	0	16
3092	8,185	-2,095	0	22
3093	8,522	+1,619	0	20
3094	8,794	+3,429	0	18
3095	7,899	-4,142	0	25
3096	10,033	-1,333	0	21
3097	8,265	+5,953	0	18
3098	8,127	+1,143	0	21
3099	6,884	-714	0	20
3100	8,263	-2,476	0	22
3101	7,032	+6,667	0	13
3102	5,462	-1,571	0	16
3103	5,464	+2,715	0	11
3104	8,011	+2,572	0	18
3105	9,610	+10,238	0	12
3106	4,321	-3,571	0	15
3107	8,070	+1,619	0	23
3108	9,160	+429	0	20
3109	5,836	-2,904	0	16
3110	7,986	+1,000	0	21
3111	6,840	-1,047	0	17
3112	7,845	-1,762	0	17
3113	7,497	-809	0	21
3131	8,555	+3,000	0	23
3132	6,952	+334	0	20
3133	9,753	+191	0	21
3134	5,888	-5,095	0	16
3135	8,521	-2,333	0	25
3136	7,893	-2,809	0	18
3137	6,524	-1,381	0	22
3138	8,585	+5,429	0	27
3139	7,732	-809	0	17
3140	8,815	+6,286	0	17
3141	9,076	+1,477	0	17
3142	8,510	-48	0	20
3143	3,759	-1,381	0	10
3144	8,566	+1,096	0	22
化物語
3114	8,692	-2,381	0	25
3115	5,527	-381	0	23
3116	5,539	-1,047	0	14
3117	6,784	+5,048	0	18
3118	6,204	-2,142	0	16
3119	4,009	-3,238	0	9
3120	4,878	-1,428	0	17
3121	7,623	+2,715	0	24
3122	6,211	-428	0	11
3123	4,125	-1,666	0	10
3124	3,476	-1,904	0	6
3125	6,694	-381	0	16
3126	7,461	-3,523	0	18
3127	5,458	-904	0	10
3128	7,457	+1,429	0	15
3129	4,575	+2,381	0	7
3130	6,251	-714	0	21
いざ！番長
3145	3,822	-2,428	0	5
3146	8,176	+4,048	0	26
3147	5,751	+1,953	0	14
3148	4,430	-2,523	0	6
3149	3,751	-1,571	0	9
3150	3,507	-3,142	0	3
3151	5,257	-3,000	0	6
3152	2,046	+2,191	0	8
3153	3,016	-2,619	0	4
3154	5,879	-1,619	0	15
3155	6,858	-857	0	17
ゴッドイーター リザレクション
3156	8,312	+2,619	0	14
3157	5,329	-3,000	0	10
3158	7,758	-809	0	20
3159	7,311	+1,429	0	16
3160	6,229	-2,666	0	12
ドッチ
3161	6,180	-1,190	41	16
3162	5,382	+667	50	11
3163	4,636	+334	37	13
3164	3,479	-95	32	10
主役は銭形5
3165	5,442	+572	0	7
3166	5,857	-5,000	0	9
3167	6,167	-4,285	0	9
3168	6,012	-5,095	0	12
モンスターハンターライズ
3169	6,378	-2,809	0	15
3170	10,319	-5,095	0	26
3171	7,671	-1,333	0	18
3172	7,737	+1,143	0	15
3173	7,730	-4,857	0	12
3174	8,370	+858	0	16
3175	8,734	+905	0	16
スーパーリオエース2
3176	7,647	+8,096	0	46
3177	5,108	-142	0	18
3178	4,148	-619	0	15
3179	5,348	-142	0	22
3180	6,117	+1,477	0	26
3181	7,037	+4,286	0	33
3182	6,070	+4,810	0	36
3183	5,525	-2,762	0	16
3184	6,466	+2,191	0	27
3185	4,971	-666	0	13
3186	6,512	-3,952	0	18
虚構推理
3190	8,434	-1,904	0	12
3191	5,771	+667	0	11
3192	5,813	+2,143	0	20
ToLOVEるダークネス
3193	4,318	+12,905	50	0
3194	5,150	+2,048	37	0
3195	6,351	-2,476	36	0
ワールドダイスター
3196	7,836	-4,333	0	45
3197	6,615	+3,191	0	45
3198	6,575	-3,952	0	37
3199	7,101	-3,904	0	38
3200	8,272	-3,904	0	51
3201	7,906	+2,143	0	46
アズールレーン THE ANIMATION
3202	3,981	+1,572	0	11
3203	0	+0	0	0
3204	6,278	-3,476	0	25
ヨルムンガンド
3205	4,421	-48	0	7
3206	6,370	+1,524	0	8
3207	6,526	-95	0	7
ラブ嬢3～Wご指名はいかがですか?～
3208	7,009	-1,904	0	17
3209	5,340	-2,714	0	13
邪神ちゃんドロップキック
3210	8,824	-4,762	0	8
3211	7,979	-2,381	0	11
3212	7,953	+1,286	0	13
3213	8,531	-3,285	0	12
3214	8,160	-2,238	0	12
3215	5,325	-2,047	0	7
3216	7,990	-4,904	0	10
3217	9,535	-3,619	0	15
ToLOVEるダークネス TRANCE ver.8.7
3218	8,624	-5,095	31	0
3219	7,844	-5,095	40	0
3220	8,029	+1,096	49	0
3221	7,592	-5,095	35	0
3222	4,455	-4,381	18	0
バイオハザード RE:3
3223	3,536	-2,809	0	41
3224	4,359	+6,524	0	54
3225	5,261	-3,000	0	63
3226	3,834	+6,238	0	73
3227	3,248	-3,238	0	42
3228	4,685	+3,286	0	69
3229	3,909	+5,000	0	63
3230	4,784	-3,142	0	53
3231	3,277	-1,714	0	30
とんでもスキルで異世界放浪メシ
3232	8,404	+667	0	11
3233	6,104	-2,381	0	12
3234	8,065	+143	0	14
3235	7,944	-2,523	0	15
3236	5,923	-2,762	0	12
攻殻機動隊
3237	4,592	-1,571	0	13
3238	8,461	+1,334	0	21
3239	4,085	-3,428	0	13
3240	6,127	-3,952	0	17
3241	6,367	-2,428	0	19
3242	5,127	-1,571	0	16
3243	5,685	+5,810	0	15
3244	6,883	+4,667	0	13
