台番号	G数	差枚	BB	RB
2894	3,958	-3,000	14	12
2895	1,777	+667	14	4
2896	2,866	-2,476	10	5
2897	2,612	-3,095	4	7
2898	0	+0	0	0
2899	3,318	-4,428	6	3
2900	1,034	-48	7	4
2901	1,601	-381	10	3
キングハナハナ-30
2902	5,074	-381	18	10
2903	978	-523	2	0
2904	3,830	-1,190	10	8
2905	3,610	-238	10	13
2906	5,777	-1,285	16	13
2907	2,603	-3,000	0	4
2908	1,809	-1,000	6	1
2909	6,205	+1,762	29	13
2910	2,274	-1,142	5	3
2911	3,256	+429	15	5
2912	7,346	+143	25	21
2913	0	+0	0	0
うみねこのなく頃に2
3001	7,346	+1,238	17	22
3002	8,286	+524	29	17
3003	9,145	+1,096	25	24
不二子BT
3004	1,336	-381	8	2
3005	2,857	+238	23	6
3006	1,618	-95	11	2
A‐SLOT+ 異世界かるてっと
3007	3,045	-1,571	13	5
3008	4,361	+238	25	19
3009	4,340	+1,000	29	20
3010	5,034	-1,095	23	19
アレックス ブライト
3011	6,617	-190	22	14
3012	4,298	-285	15	10
3013	2,244	-238	8	1
3014	5,973	+1,667	23	15
ヱヴァンゲリヲン ～約束の扉～
3015	1,941	-619	5	6
3016	4,034	+1,096	15	6
鉄拳6
3017	1,378	-1,095	5	3
3018	1,265	+2,429	12	14
3019	1,378	-1,762	4	2
3020	1,607	-2,095	4	2
3021	754	-904	3	1
3022	1,912	-1,000	9	5
スーパーブラックジャック
3023	1,295	-1,476	0	4
3024	941	+572	0	1
3025	47	-95	0	0
3026	633	-190	0	0
3027	1,139	-476	0	2
3028	6,173	-1,238	0	8
3029	459	-142	0	0
3030	1,531	-1,523	0	3
戦国乙女4 戦乱に閃く炯眼の軍師
3038	1,138	-1,285	2	0
3039	1,138	-1,762	1	0
3040	1,599	-619	5	0
3041	466	-714	0	0
3042	2,861	-1,142	10	0
3043	1,621	-857	5	0
3044	2,735	-762	12	0
3045	1,441	-48	4	0
3046	1,156	-619	3	0
3047	1,619	-714	7	0
3048	632	-619	1	0
戦国乙女5 業火を穿つ宿焔の双刃
3049	7,261	+7,762	0	20
3050	2,971	-762	0	7
3051	8,166	+3,429	0	20
3052	5,762	+1,429	0	14
3053	8,525	-952	0	15
3054	6,710	-2,571	0	12
3055	8,239	+5,048	0	19
3056	5,242	+715	0	7
3057	6,999	+2,096	0	19
3058	5,145	+715	0	16
3059	7,500	-3,142	0	11
3060	6,413	-1,857	0	11
3061	5,960	-2,571	0	14
3062	6,444	-1,142	0	12
3063	7,272	+96	0	18
3064	7,033	+953	0	13
3065	7,807	+8,572	0	29
3066	8,796	+11,096	0	25
3067	5,539	-952	0	12
3068	7,080	-2,666	0	11
3069	6,803	+1,858	0	14
3070	4,940	-2,190	0	10
3071	4,013	+334	0	10
3072	6,037	-4,381	0	7
3073	7,488	+715	0	19
3074	8,330	-3,619	0	14
3075	7,884	+1,381	0	15
3076	7,175	+1,191	0	10
3077	6,313	+4,381	0	16
3078	7,529	-1,619	0	10
3079	7,872	+762	0	17
甲鉄城のカバネリ 海門(うなと)決戦
3080	7,158	+572	0	14
3081	5,736	-523	0	12
3082	2,719	-1,523	0	8
3083	1,261	-952	0	3
3084	5,029	-428	0	13
3085	788	-190	0	2
3086	1,975	-1,666	0	4
3087	3,932	-3,952	0	12
3088	1,945	-476	0	3
3089	1,847	-523	0	7
3090	6,450	+2,858	0	10
3091	366	+477	0	2
3092	3,499	+429	0	14
3093	4,343	-381	0	15
3094	1,636	+1,429	0	3
3095	3,613	+1,048	0	9
3096	5,897	-2,523	0	18
3097	1,748	-571	0	8
3098	7,512	+7,238	0	8
3099	2,029	+429	0	7
3100	1,550	-666	0	5
3101	2,515	+286	0	7
3102	448	-48	0	1
3103	4,702	+953	0	14
3104	3,073	-1,857	0	10
3105	1,310	-1,809	0	5
3106	5,606	+2,810	0	14
3107	2,995	-762	0	11
3108	1,018	-666	0	2
3109	4,710	-1,571	0	9
3110	4,544	+1,810	0	8
3111	1,100	-666	0	2
3112	2,026	-428	0	7
3113	8,091	-48	0	22
3131	5,240	-3,047	0	15
3132	5,047	-857	0	16
3133	1,358	-1,095	0	4
3134	4,846	-1,523	0	10
3135	3,375	-1,523	0	9
3136	6,831	+2,334	0	20
3137	2,703	-476	0	8
3138	4,993	+3,429	0	13
3139	3,447	+524	0	10
3140	1,363	-95	0	2
3141	6,779	+3,143	0	16
3142	3,641	-2,428	0	11
3143	2,526	-2,190	0	8
3144	2,914	-904	0	7
化物語
3114	1,222	-571	0	3
3115	812	-857	0	1
3116	984	-762	0	3
3117	1,433	-1,333	0	4
3118	1,378	-523	0	5
3119	820	-619	0	2
3120	941	-571	0	3
3121	789	-571	0	3
3122	1,909	+1,143	0	4
3123	2,265	-1,666	0	4
3124	1,611	-381	0	5
3125	1,768	-619	0	3
3126	786	-523	0	1
3127	4,562	+858	0	12
3128	2,093	-1,047	0	6
3129	1,492	-1,476	0	2
3130	678	-571	0	2
いざ！番長
3145	3,600	-619	0	7
3146	2,315	-95	0	8
3147	2,339	+96	0	9
3148	1,237	-190	0	5
3149	2,171	-2,333	0	1
3150	2,587	-714	0	8
3151	2,162	-666	0	3
3152	1,773	-95	0	3
3153	2,449	-1,428	0	3
3154	2,021	-2,047	0	1
3155	1,729	-1,762	0	2
ゴッドイーター リザレクション
3156	1,960	-476	0	4
3157	4,322	-428	0	8
3158	664	+143	0	1
3159	2,832	-1,381	0	4
3160	1,451	-1,714	0	3
ドッチ
3161	3,687	+3,143	43	15
3162	2,629	-2,381	9	6
3163	1,940	-476	12	6
3164	2,508	-238	20	6
主役は銭形5
3165	1,928	-2,285	0	2
3166	5,617	+1,191	0	8
3167	2,866	+429	0	5
3168	2,013	-1,047	0	3
モンスターハンターライズ
3169	9,485	+14,000	0	21
3170	2,771	-142	0	4
3171	3,618	-666	0	10
3172	3,818	-2,333	0	10
3173	8,659	+4,619	0	17
3174	5,916	+2,048	0	16
3175	4,367	-714	0	9
スーパーリオエース2
3176	4,743	+4,524	0	42
3177	591	-619	0	1
3178	1,820	-142	0	10
3179	667	-904	0	0
3180	1,874	-1,238	0	3
3181	912	-714	0	2
3182	1,425	+953	0	14
3183	467	-476	0	1
3184	1,067	-1,285	0	1
3185	713	-571	0	1
3186	2,128	+381	0	16
虚構推理
3190	3,073	+667	0	5
3191	2,315	-1,571	0	4
3192	1,953	-1,428	0	2
ToLOVEるダークネス
3193	3,602	-571	23	0
3194	427	-619	1	0
3195	3,852	+6,429	37	0
ワールドダイスター
3196	6,787	-1,285	0	46
3197	6,758	+1,429	0	44
3198	7,732	-904	0	44
3199	7,944	-4,809	0	50
3200	6,366	-4,095	0	35
3201	6,650	+2,715	0	43
アズールレーン THE ANIMATION
3202	3,626	-1,333	0	17
3203	0	+0	0	0
3204	4,584	-1,238	0	22
ヨルムンガンド
3205	641	-762	0	0
3206	676	-904	0	0
3207	1,606	-1,762	0	0
ラブ嬢3～Wご指名はいかがですか?～
3208	2,543	-904	0	7
3209	2,921	-238	0	9
邪神ちゃんドロップキック
3210	8,453	-5,095	0	10
3211	8,815	+4,762	0	24
3212	7,326	-4,571	0	8
3213	8,417	+1,096	0	16
3214	8,438	-3,142	0	9
3215	6,984	-2,381	0	11
3216	7,792	-428	0	9
3217	8,438	-3,047	0	10
ToLOVEるダークネス TRANCE ver.8.7
3218	3,651	-1,381	18	0
3219	4,529	+2,143	32	0
3220	2,922	-1,142	17	0
3221	5,669	+1,000	41	0
3222	3,537	-2,714	16	0
バイオハザード RE:3
3223	5,866	+5,572	0	77
3224	489	-476	0	5
3225	1,796	+1,810	0	18
3226	2,249	+96	0	31
3227	364	+96	0	6
3228	2,304	-714	0	31
3229	1,787	-762	0	18
3230	1,841	-2,142	0	12
3231	2,985	-2,428	0	27
とんでもスキルで異世界放浪メシ
3232	7,973	+286	0	15
3233	7,912	+3,048	0	15
3234	6,872	+6,810	0	11
3235	5,832	-2,571	0	10
3236	7,170	-2,619	0	16
攻殻機動隊
3237	3,504	-3,619	0	11
3238	7,574	-2,857	0	24
3239	3,891	-1,285	0	12
3240	5,242	-1,809	0	16
3241	3,940	+7,953	0	7
3242	4,438	-190	0	11
3243	5,770	-619	0	20
3244	4,400	+1,096	0	10
